,Date,Forecast or Actual?,lat,long,Morning_Temp,Day_Temp,Evening_Temp,Night_Temp,Morning_FeelsLike,Day_FeelsLike,Evening_FeelsLike,Night_FeelsLike,Pressure,Rain_in,Snow_in,Wind_Speed,Wind_Gust,Wind_Direction_Deg,Moon_Phase,Cloudiness_%
0,01/15/2022,7-Day Forecast,40,-124,40.64,49.5,44.27,42.32,35.12,47.61,41.53,37.69,1020.43,0.0,0.0,9.27,10.88,48.0,0.53,63.0
0,01/15/2022,7-Day Forecast,41,-124,39.93,56.79,43.98,42.35,36.04,54.5,43.23,39.98,1021.0,0.0,0.0,6.25,7.14,Wind direction varies,0.53,49.0
0,01/15/2022,7-Day Forecast,42,-124,37.52,53.73,41.85,39.77,33.02,51.4,39.67,36.17,1021.43,0.0,0.0,6.2,7.53,77.0,0.53,32.0
0,01/15/2022,7-Day Forecast,43,-124,43.83,56.67,46.14,44.34,42.36,55.04,45.28,42.86,1022.43,0.04,0.0,4.45,5.42,Wind direction varies,0.53,54.0
0,01/15/2022,7-Day Forecast,44,-124,42.84,52.76,45.75,43.6,40.79,51.38,44.62,41.58,1023.29,0.05,0.0,5.42,8.39,Wind direction varies,0.53,79.0
0,01/15/2022,7-Day Forecast,45,-124,45.23,51.47,46.61,45.4,43.16,49.28,44.2,43.13,1023.43,0.16,0.0,6.53,10.79,Wind direction varies,0.53,89.0
0,01/15/2022,7-Day Forecast,46,-124,47.28,50.13,48.72,47.79,44.32,47.61,45.87,44.67,1023.43,0.29,0.0,10.85,14.68,Wind direction varies,0.53,99.0
0,01/15/2022,7-Day Forecast,47,-124,44.7,49.55,46.33,45.39,42.65,47.83,44.84,43.15,1023.29,0.71,0.0,7.5,13.44,Wind direction varies,0.53,95.0
0,01/15/2022,7-Day Forecast,48,-124,41.19,45.93,41.15,40.74,40.99,45.21,40.57,39.39,1022.71,0.92,0.0,3.79,6.06,Wind direction varies,0.53,90.0
0,01/15/2022,7-Day Forecast,49,-124,39.99,44.52,40.94,40.26,38.93,44.52,40.75,39.91,1023.0,0.24,0.0,3.27,4.9,217.0,0.53,91.0
0,01/15/2022,7-Day Forecast,49,-123,43.97,44.8,44.8,44.49,40.54,41.83,41.51,41.23,1023.43,0.87,0.0,8.45,11.36,Wind direction varies,0.53,91.0
0,01/15/2022,7-Day Forecast,48,-123,42.14,46.91,43.11,41.81,41.6,46.47,42.59,40.56,1023.0,0.24,0.0,4.1,4.37,Wind direction varies,0.53,95.0
0,01/15/2022,7-Day Forecast,47,-123,42.11,48.04,44.03,42.94,41.27,47.12,43.06,42.4,1023.57,0.48,0.0,4.17,8.58,Wind direction varies,0.53,99.0
0,01/15/2022,7-Day Forecast,46,-123,39.36,46.02,40.82,40.2,38.58,45.02,39.55,39.03,1023.71,0.22,0.0,3.99,7.53,Wind direction varies,0.53,94.0
0,01/15/2022,7-Day Forecast,45,-123,40.87,48.36,43.7,42.23,39.45,46.75,41.49,40.35,1023.86,0.04,0.0,5.21,10.18,Wind direction varies,0.53,81.0
0,01/15/2022,7-Day Forecast,44,-123,39.35,49.38,42.76,41.14,39.35,48.84,42.54,40.75,1023.57,0.09,0.0,3.38,5.0,Wind direction varies,0.53,87.0
0,01/15/2022,7-Day Forecast,43,-123,37.66,53.7,41.78,40.31,35.99,51.29,41.78,39.23,1022.29,0.02,0.0,4.12,4.68,Wind direction varies,0.53,49.0
0,01/15/2022,7-Day Forecast,42,-123,31.81,47.36,35.76,34.09,28.12,45.52,33.92,31.08,1020.71,0.01,0.0,5.24,5.63,Wind direction varies,0.53,53.0
0,01/15/2022,7-Day Forecast,41,-123,23.65,31.87,26.37,25.42,19.19,28.88,21.41,20.96,1023.0,0.0,0.01,4.92,6.0,368.0,0.53,82.0
0,01/15/2022,7-Day Forecast,40,-123,28.77,43.08,30.94,29.6,25.81,42.1,28.17,26.77,1019.43,0.0,0.01,5.0,5.58,Wind direction varies,0.53,60.0
0,01/15/2022,7-Day Forecast,39,-123,38.08,56.41,43.22,40.6,37.42,53.8,42.24,39.46,1019.43,0.0,0.0,4.19,5.21,Wind direction varies,0.53,27.0
0,01/15/2022,7-Day Forecast,49,-122,34.19,37.53,34.51,33.68,32.31,37.25,32.28,31.1,1023.86,1.31,0.0,4.37,4.3,139.0,0.53,99.0
0,01/15/2022,7-Day Forecast,48,-122,41.36,45.84,43.14,42.26,40.87,45.13,42.59,41.72,1023.57,0.94,0.0,4.54,9.56,Wind direction varies,0.53,100.0
0,01/15/2022,7-Day Forecast,47,-122,41.3,46.3,41.27,41.24,39.52,46.09,39.64,39.36,1023.29,1.41,0.0,4.7,5.77,Wind direction varies,0.53,97.0
0,01/15/2022,7-Day Forecast,46,-122,33.29,40.42,34.52,33.8,31.55,39.88,33.14,32.72,1023.14,0.7,0.01,3.78,8.1,Wind direction varies,0.53,96.0
0,01/15/2022,7-Day Forecast,45,-122,34.11,43.89,35.67,34.41,31.86,43.32,33.69,32.22,1022.71,0.39,0.01,4.23,8.9,Wind direction varies,0.53,80.0
0,01/15/2022,7-Day Forecast,44,-122,30.11,39.21,31.92,30.99,24.76,37.3,28.4,25.7,1022.57,0.0,0.34,7.18,11.22,118.0,0.53,79.0
0,01/15/2022,7-Day Forecast,43,-122,25.47,37.13,29.69,28.29,23.39,36.29,26.84,25.17,1022.29,0.0,0.02,4.85,9.63,Wind direction varies,0.53,65.0
0,01/15/2022,7-Day Forecast,42,-122,29.03,43.95,33.07,31.3,28.09,42.66,32.19,30.3,1021.86,0.0,0.0,3.88,4.87,Wind direction varies,0.53,50.0
0,01/15/2022,7-Day Forecast,41,-122,30.42,49.92,35.31,34.0,24.04,47.09,30.07,28.21,1021.29,0.0,0.0,7.2,11.57,45.0,0.53,57.0
0,01/15/2022,7-Day Forecast,40,-122,43.45,58.14,49.08,46.87,41.95,55.99,48.04,45.79,1020.29,0.0,0.0,6.14,9.39,316.0,0.53,57.0
0,01/15/2022,7-Day Forecast,39,-122,44.21,57.86,52.24,50.04,39.54,55.75,50.1,48.22,1020.14,0.0,0.0,11.6,18.9,329.0,0.53,41.0
0,01/15/2022,7-Day Forecast,38,-122,48.78,59.25,55.33,53.05,47.89,57.1,53.29,51.0,1020.14,0.0,0.0,5.09,9.78,Wind direction varies,0.53,36.0
0,01/15/2022,7-Day Forecast,37,-122,51.78,63.01,56.12,53.9,50.01,61.19,54.49,52.15,1018.71,0.0,0.0,5.71,8.26,Wind direction varies,0.53,33.0
0,01/15/2022,7-Day Forecast,49,-121,22.56,27.34,24.0,23.98,19.7,24.11,19.88,20.38,1022.86,0.0,0.7,4.22,7.03,Wind direction varies,0.53,99.0
0,01/15/2022,7-Day Forecast,48,-121,28.11,31.56,28.0,27.06,24.01,27.02,23.04,21.53,1022.86,0.02,0.61,5.81,7.97,305.0,0.53,100.0
0,01/15/2022,7-Day Forecast,47,-121,23.83,30.11,25.42,24.99,19.56,26.94,20.84,20.11,1022.43,0.0,0.18,6.32,13.09,282.0,0.53,97.0
0,01/15/2022,7-Day Forecast,46,-121,28.99,35.24,31.57,30.21,27.89,34.13,29.5,27.42,1023.29,0.1,0.0,4.02,9.13,Wind direction varies,0.53,94.0
0,01/15/2022,7-Day Forecast,45,-121,34.14,40.87,36.92,35.38,29.15,38.03,33.42,31.75,1022.71,0.06,0.0,7.77,11.74,209.0,0.53,79.0
0,01/15/2022,7-Day Forecast,44,-121,36.9,45.45,40.5,38.33,34.36,43.15,37.16,35.07,1021.29,0.03,0.0,7.14,8.84,Wind direction varies,0.53,68.0
0,01/15/2022,7-Day Forecast,43,-121,27.0,37.84,29.56,28.5,23.02,34.71,24.65,23.4,1021.71,0.0,0.0,6.46,8.51,Wind direction varies,0.53,48.0
0,01/15/2022,7-Day Forecast,42,-121,31.37,43.23,34.34,33.33,29.47,41.17,32.14,29.38,1021.29,0.01,0.0,6.28,8.38,Wind direction varies,0.53,47.0
0,01/15/2022,7-Day Forecast,41,-121,26.97,41.43,29.74,28.58,20.26,39.17,25.03,23.18,1021.0,0.0,0.02,7.58,8.55,Wind direction varies,0.53,63.0
0,01/15/2022,7-Day Forecast,40,-121,27.35,48.68,33.61,30.9,26.9,47.08,32.45,29.73,1020.57,0.0,0.0,3.77,5.42,354.0,0.53,61.0
0,01/15/2022,7-Day Forecast,39,-121,41.08,57.06,44.65,43.41,37.58,54.82,42.49,40.66,1018.86,0.0,0.0,6.38,8.01,Wind direction varies,0.53,45.0
0,01/15/2022,7-Day Forecast,38,-121,44.37,58.1,50.5,48.01,42.69,56.31,48.9,47.52,1019.86,0.0,0.0,6.42,8.74,334.0,0.53,39.0
0,01/15/2022,7-Day Forecast,37,-121,46.85,57.73,52.22,50.07,46.09,55.83,50.71,49.36,1019.57,0.03,0.0,4.91,5.45,Wind direction varies,0.53,35.0
0,01/15/2022,7-Day Forecast,36,-121,47.18,61.01,53.0,49.93,46.6,59.05,51.02,49.11,1018.57,0.0,0.0,3.62,4.75,Wind direction varies,0.53,43.0
0,01/15/2022,7-Day Forecast,49,-120,20.35,30.07,22.22,20.42,13.14,26.56,16.59,13.25,1019.29,0.0,0.01,6.16,7.71,Wind direction varies,0.53,67.0
0,01/15/2022,7-Day Forecast,48,-120,23.54,28.41,25.87,25.59,22.63,27.89,25.03,24.95,1024.0,0.0,0.0,3.05,3.19,Wind direction varies,0.53,98.0
0,01/15/2022,7-Day Forecast,47,-120,35.47,39.99,36.92,36.77,34.94,39.18,35.51,36.13,1023.86,0.17,0.0,4.2,4.33,Wind direction varies,0.53,88.0
0,01/15/2022,7-Day Forecast,46,-120,34.94,42.72,37.61,36.78,33.76,41.02,35.85,35.53,1023.29,0.05,0.0,6.42,10.44,Wind direction varies,0.53,87.0
0,01/15/2022,7-Day Forecast,45,-120,31.73,37.81,33.49,32.6,26.56,34.57,29.39,27.97,1022.57,0.07,0.04,6.65,11.11,188.0,0.53,89.0
0,01/15/2022,7-Day Forecast,44,-120,31.05,39.27,33.2,32.23,26.69,35.17,29.38,28.11,1022.43,0.0,0.03,7.55,10.65,Wind direction varies,0.53,80.0
0,01/15/2022,7-Day Forecast,43,-120,33.48,43.33,38.27,36.23,30.35,41.18,35.19,32.42,1021.43,0.0,0.0,8.8,12.03,Wind direction varies,0.53,68.0
0,01/15/2022,7-Day Forecast,42,-120,23.27,34.49,27.25,25.44,18.89,31.08,23.4,20.46,1023.86,0.0,0.0,6.51,7.64,Wind direction varies,0.53,70.0
0,01/15/2022,7-Day Forecast,41,-120,31.04,40.17,34.15,33.13,29.82,38.11,31.48,29.96,1021.71,0.0,0.03,5.74,7.4,Wind direction varies,0.53,64.0
0,01/15/2022,7-Day Forecast,40,-120,28.75,38.62,31.33,30.56,25.62,37.46,30.51,27.08,1021.29,0.01,0.1,5.79,5.97,Wind direction varies,0.53,59.0
0,01/15/2022,7-Day Forecast,39,-120,31.53,39.61,34.13,33.37,27.22,36.14,28.83,28.05,1020.29,0.0,0.02,7.14,8.49,Wind direction varies,0.53,46.0
0,01/15/2022,7-Day Forecast,38,-120,36.35,50.3,37.8,36.45,31.47,47.4,33.51,31.79,1017.57,0.0,0.0,7.48,6.96,Wind direction varies,0.53,37.0
0,01/15/2022,7-Day Forecast,37,-120,46.13,59.59,52.46,49.32,44.29,57.7,50.63,48.81,1019.14,0.0,0.0,6.42,7.02,330.0,0.53,38.0
0,01/15/2022,7-Day Forecast,36,-120,48.84,59.64,56.05,53.56,47.37,57.63,53.99,51.46,1019.14,0.0,0.0,6.94,7.52,344.0,0.53,38.0
0,01/15/2022,7-Day Forecast,35,-120,39.36,53.62,43.24,41.19,35.53,50.59,40.27,37.94,1017.43,0.04,0.0,6.88,7.49,Wind direction varies,0.53,32.0
0,01/15/2022,7-Day Forecast,49,-119,26.43,33.31,30.0,27.51,26.43,32.96,30.0,27.51,1023.29,0.0,0.04,2.77,4.97,Wind direction varies,0.53,91.0
0,01/15/2022,7-Day Forecast,48,-119,31.77,33.63,32.53,31.97,31.38,33.18,32.08,31.55,1024.43,0.0,0.12,2.97,4.0,Wind direction varies,0.53,100.0
0,01/15/2022,7-Day Forecast,47,-119,33.46,38.61,34.34,34.01,31.89,37.72,32.37,32.2,1023.86,0.21,0.0,4.52,6.09,Wind direction varies,0.53,95.0
0,01/15/2022,7-Day Forecast,46,-119,38.61,46.09,41.71,39.74,36.17,44.09,39.44,36.83,1023.14,0.13,0.0,7.19,13.53,Wind direction varies,0.53,96.0
0,01/15/2022,7-Day Forecast,45,-119,32.78,41.41,34.75,33.52,31.95,39.29,34.41,33.02,1022.57,0.13,0.25,4.24,7.39,Wind direction varies,0.53,88.0
0,01/15/2022,7-Day Forecast,44,-119,27.29,38.82,29.19,29.54,24.87,35.65,26.18,26.1,1022.14,0.02,0.12,5.39,9.0,Wind direction varies,0.53,80.0
0,01/15/2022,7-Day Forecast,43,-119,31.61,40.04,34.58,33.62,28.96,36.91,31.54,29.85,1021.86,0.05,0.03,7.64,12.07,Wind direction varies,0.53,68.0
0,01/15/2022,7-Day Forecast,42,-119,29.21,37.03,31.95,31.16,25.77,34.84,29.44,27.75,1022.71,0.0,0.01,5.69,7.0,Wind direction varies,0.53,60.0
0,01/15/2022,7-Day Forecast,41,-119,34.17,42.79,37.17,35.94,32.15,41.8,35.89,33.65,1022.43,0.0,0.0,5.46,6.02,333.0,0.53,48.0
0,01/15/2022,7-Day Forecast,40,-119,34.71,43.88,38.72,37.17,32.16,41.61,37.14,35.28,1021.43,0.01,0.0,5.53,7.33,Wind direction varies,0.53,49.0
0,01/15/2022,7-Day Forecast,39,-119,33.14,42.51,38.69,36.75,31.9,41.54,37.3,34.93,1021.29,0.0,0.18,5.39,6.21,Wind direction varies,0.53,59.0
0,01/15/2022,7-Day Forecast,38,-119,22.63,34.4,27.1,25.7,17.06,33.16,21.02,19.91,1022.57,0.0,0.13,6.66,6.52,Wind direction varies,0.53,51.0
0,01/15/2022,7-Day Forecast,37,-119,26.99,37.74,28.68,26.57,17.51,36.53,20.09,17.06,1019.0,0.01,0.04,11.48,9.98,45.0,0.53,61.0
0,01/15/2022,7-Day Forecast,36,-119,47.45,60.69,52.67,50.29,46.59,58.73,50.7,48.66,1019.0,0.01,0.0,4.02,4.04,Wind direction varies,0.53,32.0
0,01/15/2022,7-Day Forecast,35,-119,48.45,58.32,51.46,50.25,47.55,56.3,49.56,48.72,1018.86,0.29,0.0,5.8,5.61,Wind direction varies,0.53,43.0
0,01/15/2022,7-Day Forecast,34,-119,58.64,61.23,59.21,58.83,57.26,59.91,58.01,57.61,1017.71,0.01,0.0,7.38,9.02,Wind direction varies,0.53,43.0
0,01/15/2022,7-Day Forecast,49,-118,26.59,29.74,26.8,26.5,26.59,29.74,26.13,25.67,1023.71,0.0,0.32,2.8,3.94,Wind direction varies,0.53,100.0
0,01/15/2022,7-Day Forecast,48,-118,30.08,32.77,30.17,30.25,30.08,31.86,29.42,30.25,1023.86,0.0,0.35,2.68,4.52,Wind direction varies,0.53,100.0
0,01/15/2022,7-Day Forecast,47,-118,33.02,38.47,34.16,33.43,30.31,37.27,31.7,31.5,1023.86,0.22,0.0,5.17,7.84,Wind direction varies,0.53,99.0
0,01/15/2022,7-Day Forecast,46,-118,33.41,40.71,34.23,33.95,29.18,38.09,29.92,30.5,1022.29,0.25,0.57,5.84,11.63,Wind direction varies,0.53,97.0
0,01/15/2022,7-Day Forecast,45,-118,27.63,33.67,31.8,29.27,23.07,28.22,27.61,25.54,1025.86,0.01,0.51,6.55,9.88,Wind direction varies,0.53,95.0
0,01/15/2022,7-Day Forecast,44,-118,24.15,27.37,24.24,23.5,23.43,26.78,23.42,22.6,1026.43,0.0,0.05,3.42,3.28,Wind direction varies,0.53,95.0
0,01/15/2022,7-Day Forecast,43,-118,30.64,37.46,32.08,31.82,28.83,36.01,31.29,30.21,1024.0,0.0,0.02,5.21,6.63,Wind direction varies,0.53,71.0
0,01/15/2022,7-Day Forecast,42,-118,31.7,38.75,33.15,33.25,29.26,36.1,31.48,30.63,1022.29,0.0,0.02,5.07,7.28,Wind direction varies,0.53,61.0
0,01/15/2022,7-Day Forecast,41,-118,32.63,40.67,35.82,34.34,30.23,39.68,33.9,32.44,1022.29,0.0,0.0,5.14,5.79,Wind direction varies,0.53,38.0
0,01/15/2022,7-Day Forecast,40,-118,23.61,33.49,28.18,26.71,21.4,31.27,26.56,24.61,1021.43,0.0,0.0,4.81,5.63,Wind direction varies,0.53,50.0
0,01/15/2022,7-Day Forecast,39,-118,33.71,43.44,38.1,36.49,32.62,42.22,36.02,35.35,1020.86,0.01,0.0,5.06,5.04,Wind direction varies,0.53,50.0
0,01/15/2022,7-Day Forecast,38,-118,35.13,44.28,38.18,36.95,33.92,43.02,36.58,35.42,1021.14,0.01,0.0,5.64,5.87,314.0,0.53,52.0
0,01/15/2022,7-Day Forecast,37,-118,29.21,38.22,32.34,30.5,25.62,36.84,29.64,27.53,1018.86,0.0,0.06,6.55,6.91,Wind direction varies,0.53,56.0
0,01/15/2022,7-Day Forecast,36,-118,35.6,45.44,39.91,37.62,29.88,42.24,35.55,33.19,1017.86,0.02,0.0,11.62,14.52,Wind direction varies,0.53,44.0
0,01/15/2022,7-Day Forecast,35,-118,46.89,58.61,53.59,51.01,44.98,55.79,50.83,48.33,1017.43,0.02,0.0,11.35,14.74,Wind direction varies,0.53,36.0
0,01/15/2022,7-Day Forecast,34,-118,57.45,65.58,61.23,58.75,55.04,63.41,59.21,56.85,1017.0,0.13,0.0,7.23,7.28,Wind direction varies,0.53,31.0
0,01/15/2022,7-Day Forecast,49,-117,18.51,22.06,21.8,19.04,16.62,17.92,18.32,16.32,1023.0,0.0,0.53,4.04,6.8,Wind direction varies,0.53,100.0
0,01/15/2022,7-Day Forecast,48,-117,33.11,34.74,33.69,32.31,33.11,34.74,33.69,31.92,1024.0,0.0,0.66,2.62,4.42,Wind direction varies,0.53,100.0
0,01/15/2022,7-Day Forecast,47,-117,32.26,36.46,35.16,32.23,28.89,33.08,33.91,29.37,1023.86,0.01,0.5,5.03,9.73,Wind direction varies,0.53,83.0
0,01/15/2022,7-Day Forecast,46,-117,31.72,36.8,35.7,32.13,29.3,34.48,33.14,30.4,1023.57,0.19,0.02,4.67,6.82,Wind direction varies,0.53,85.0
0,01/15/2022,7-Day Forecast,45,-117,21.29,25.47,25.81,22.53,21.29,24.26,25.13,20.78,1027.71,0.0,0.07,3.82,5.07,Wind direction varies,0.53,97.0
0,01/15/2022,7-Day Forecast,44,-117,27.09,31.25,31.21,28.82,26.59,30.83,29.44,28.2,1029.43,0.0,0.23,3.5,4.47,Wind direction varies,0.53,95.0
0,01/15/2022,7-Day Forecast,43,-117,24.28,31.65,28.82,26.37,18.97,30.7,25.8,21.01,1025.57,0.0,0.22,5.95,6.88,105.0,0.53,69.0
0,01/15/2022,7-Day Forecast,42,-117,25.55,31.81,31.42,27.97,24.14,29.49,28.14,26.5,1026.0,0.0,0.01,6.22,8.2,Wind direction varies,0.53,54.0
0,01/15/2022,7-Day Forecast,41,-117,27.89,34.38,33.61,30.07,23.07,32.92,29.35,25.58,1026.29,0.0,0.0,5.61,5.44,67.0,0.53,39.0
0,01/15/2022,7-Day Forecast,40,-117,31.99,38.61,38.02,33.56,29.41,36.92,36.36,31.45,1023.57,0.0,0.0,5.27,5.76,Wind direction varies,0.53,66.0
0,01/15/2022,7-Day Forecast,39,-117,33.44,40.31,38.9,34.53,32.32,38.91,37.43,32.01,1021.57,0.0,0.01,5.18,5.63,Wind direction varies,0.53,72.0
0,01/15/2022,7-Day Forecast,38,-117,35.26,43.22,44.3,37.19,34.2,41.39,42.76,35.08,1020.86,0.0,0.02,6.92,8.35,Wind direction varies,0.53,63.0
0,01/15/2022,7-Day Forecast,37,-117,39.05,46.76,48.82,41.88,37.15,45.06,45.98,39.76,1020.14,0.01,0.0,8.67,9.85,Wind direction varies,0.53,63.0
0,01/15/2022,7-Day Forecast,36,-117,44.36,50.85,52.02,46.52,42.76,47.84,49.5,45.18,1019.57,0.02,0.0,6.49,7.52,Wind direction varies,0.53,53.0
0,01/15/2022,7-Day Forecast,35,-117,47.11,54.4,58.3,50.97,45.44,51.38,55.35,48.29,1019.43,0.01,0.0,7.81,10.21,Wind direction varies,0.53,39.0
0,01/15/2022,7-Day Forecast,34,-117,46.61,56.48,55.58,47.1,45.3,53.68,52.79,45.85,1018.86,0.05,0.0,7.55,7.62,Wind direction varies,0.53,36.0
0,01/15/2022,7-Day Forecast,33,-117,54.26,63.69,63.18,55.65,51.75,61.5,61.21,53.54,1018.43,0.0,0.0,8.88,8.46,Wind direction varies,0.53,43.0
0,01/15/2022,7-Day Forecast,49,-116,22.05,26.6,26.07,22.91,19.88,22.78,22.46,19.43,1022.71,0.0,0.52,4.35,7.65,237.0,0.53,100.0
0,01/15/2022,7-Day Forecast,48,-116,33.27,35.87,35.24,33.42,33.27,35.57,34.86,33.42,1023.57,0.01,0.75,3.02,4.37,Wind direction varies,0.53,100.0
0,01/15/2022,7-Day Forecast,47,-116,28.36,32.16,29.83,28.21,28.36,30.64,29.83,27.62,1023.71,0.0,0.99,3.26,5.63,Wind direction varies,0.53,93.0
0,01/15/2022,7-Day Forecast,46,-116,31.78,38.34,36.35,33.7,28.86,38.34,35.4,31.09,1024.43,0.07,0.41,4.21,5.0,Wind direction varies,0.53,80.0
0,01/15/2022,7-Day Forecast,45,-116,17.47,25.13,22.49,18.57,15.77,21.32,19.69,15.71,1025.0,0.0,0.16,5.37,7.3,Wind direction varies,0.53,97.0
0,01/15/2022,7-Day Forecast,44,-116,18.95,27.95,28.19,22.85,17.12,27.95,28.19,22.18,1026.71,0.0,0.13,3.34,3.41,Wind direction varies,0.53,88.0
0,01/15/2022,7-Day Forecast,43,-116,27.84,31.5,32.03,29.33,23.21,24.96,27.01,25.82,1029.14,0.0,0.13,9.43,12.96,Wind direction varies,0.53,71.0
0,01/15/2022,7-Day Forecast,42,-116,18.23,26.46,21.49,18.17,10.33,22.34,15.61,9.79,1025.14,0.0,0.17,6.6,8.96,Wind direction varies,0.53,65.0
0,01/15/2022,7-Day Forecast,41,-116,13.12,25.79,20.39,15.37,5.94,25.24,16.85,8.95,1027.71,0.0,0.0,5.91,5.51,26.0,0.53,46.0
0,01/15/2022,7-Day Forecast,40,-116,22.55,32.03,30.69,26.04,19.56,28.61,28.27,22.81,1025.71,0.0,0.0,5.98,7.0,Wind direction varies,0.53,51.0
0,01/15/2022,7-Day Forecast,39,-116,27.69,35.78,33.77,30.04,23.89,32.96,31.13,25.01,1022.29,0.0,0.0,6.92,8.39,Wind direction varies,0.53,60.0
0,01/15/2022,7-Day Forecast,38,-116,36.82,44.16,45.09,38.88,33.82,41.44,42.95,35.63,1021.29,0.0,0.0,7.81,9.37,Wind direction varies,0.53,69.0
0,01/15/2022,7-Day Forecast,37,-116,41.02,49.48,52.35,44.81,38.44,46.89,49.46,42.5,1020.0,0.0,0.0,9.83,12.26,Wind direction varies,0.53,61.0
0,01/15/2022,7-Day Forecast,36,-116,46.65,55.05,57.93,50.93,46.36,51.94,55.0,48.85,1019.57,0.01,0.0,4.7,4.55,Wind direction varies,0.53,61.0
0,01/15/2022,7-Day Forecast,35,-116,48.34,56.12,59.25,51.78,47.85,53.05,56.28,49.13,1019.57,0.01,0.0,5.22,6.25,328.0,0.53,44.0
0,01/15/2022,7-Day Forecast,34,-116,43.98,51.86,53.09,47.11,42.24,48.41,50.0,45.69,1019.14,0.0,0.0,6.8,7.66,Wind direction varies,0.53,35.0
0,01/15/2022,7-Day Forecast,33,-116,56.62,64.4,67.49,59.82,54.02,62.03,65.28,57.47,1018.29,0.0,0.0,5.44,5.95,Wind direction varies,0.53,34.0
0,01/15/2022,7-Day Forecast,49,-115,20.19,23.5,22.99,19.15,18.43,21.73,19.76,15.36,1022.86,0.0,0.48,4.39,8.77,Wind direction varies,0.53,99.0
0,01/15/2022,7-Day Forecast,48,-115,32.06,35.26,34.07,33.23,31.21,33.45,31.72,32.38,1022.29,0.01,0.16,4.13,7.82,Wind direction varies,0.53,100.0
0,01/15/2022,7-Day Forecast,47,-115,28.08,33.6,30.67,29.0,23.18,29.75,25.87,24.42,1022.29,0.0,0.56,5.54,9.82,227.0,0.53,93.0
0,01/15/2022,7-Day Forecast,46,-115,17.65,26.7,25.67,20.03,16.9,26.7,25.67,19.38,1023.57,0.0,0.64,3.05,4.27,209.0,0.53,93.0
0,01/15/2022,7-Day Forecast,45,-115,17.23,31.59,29.48,20.63,13.26,30.59,26.06,15.8,1022.29,0.0,0.18,4.83,5.95,Wind direction varies,0.53,88.0
0,01/15/2022,7-Day Forecast,44,-115,17.96,26.74,22.6,18.93,16.66,23.94,18.86,16.95,1021.0,0.0,0.09,4.57,4.9,Wind direction varies,0.53,88.0
0,01/15/2022,7-Day Forecast,43,-115,19.45,27.77,24.67,19.38,13.63,24.69,20.06,12.58,1029.57,0.0,0.06,5.99,7.43,53.0,0.53,85.0
0,01/15/2022,7-Day Forecast,42,-115,20.25,29.19,23.22,21.02,12.84,25.75,16.25,14.17,1024.14,0.0,0.17,8.4,10.15,229.0,0.53,67.0
0,01/15/2022,7-Day Forecast,41,-115,25.53,34.4,30.66,27.81,22.34,32.51,28.46,26.23,1024.29,0.0,0.0,4.73,5.22,Wind direction varies,0.53,41.0
0,01/15/2022,7-Day Forecast,40,-115,26.33,35.13,33.43,28.99,25.17,33.37,32.41,27.47,1023.29,0.0,0.0,4.56,5.1,Wind direction varies,0.53,42.0
0,01/15/2022,7-Day Forecast,39,-115,29.65,39.22,36.05,32.16,26.13,37.01,32.74,28.14,1021.29,0.0,0.0,6.59,7.14,Wind direction varies,0.53,61.0
0,01/15/2022,7-Day Forecast,38,-115,35.01,43.2,44.78,37.67,31.12,41.63,42.09,33.05,1020.71,0.0,0.0,9.05,10.87,367.0,0.53,78.0
0,01/15/2022,7-Day Forecast,37,-115,45.44,53.63,56.61,49.14,43.63,50.16,53.36,47.36,1020.14,0.0,0.0,6.92,8.22,Wind direction varies,0.53,69.0
0,01/15/2022,7-Day Forecast,36,-115,47.16,53.75,57.69,50.87,46.17,50.52,54.51,48.49,1019.86,0.01,0.0,5.78,7.17,382.0,0.53,59.0
0,01/15/2022,7-Day Forecast,35,-115,49.62,57.17,58.86,52.26,46.82,53.98,55.83,48.83,1018.71,0.01,0.0,13.77,18.52,Wind direction varies,0.53,45.0
0,01/15/2022,7-Day Forecast,34,-115,53.5,62.49,65.87,56.46,50.33,59.63,63.32,53.6,1018.57,0.0,0.0,7.68,9.4,Wind direction varies,0.53,23.0
0,01/15/2022,7-Day Forecast,33,-115,58.01,66.6,69.59,61.68,55.17,64.21,67.38,59.33,1018.14,0.0,0.0,11.63,16.3,Wind direction varies,0.53,43.0
0,01/15/2022,7-Day Forecast,49,-114,25.32,26.32,25.04,23.49,16.68,17.01,16.65,15.21,1021.57,0.0,0.66,12.11,17.82,Wind direction varies,0.53,100.0
0,01/15/2022,7-Day Forecast,48,-114,30.72,33.55,30.47,28.68,26.58,28.8,27.03,23.74,1022.43,0.0,0.96,5.85,9.82,Wind direction varies,0.53,96.0
0,01/15/2022,7-Day Forecast,47,-114,23.38,29.74,27.34,25.42,23.38,28.78,26.62,25.42,1022.86,0.0,0.35,3.18,5.1,Wind direction varies,0.53,88.0
0,01/15/2022,7-Day Forecast,46,-114,20.44,30.65,27.71,21.46,15.33,27.79,24.25,17.05,1022.71,0.0,0.12,4.86,6.94,Wind direction varies,0.53,93.0
0,01/15/2022,7-Day Forecast,45,-114,19.5,28.41,25.68,21.99,13.14,26.73,21.58,17.21,1023.14,0.0,0.2,5.64,7.29,Wind direction varies,0.53,85.0
